EA,CLS,SENT,ASP
LAPTOP#DESIGN_FEATURES,-1,"did i mention everything about it , from size to weight to keyboard screams bulk ?",design
LAPTOP#GENERAL,-1,"did i mention everything about it , from size to weight to keyboard screams bulk ?",general
LAPTOP#GENERAL,1,i 'm glad i made the choice to switch and buy this mac .,general
LAPTOP#GENERAL,1,the benefits were immediate !,general
GRAPHICS#GENERAL,1,awesome graphics !,general
POWER_SUPPLY#DESIGN_FEATURES,1,the magnetic plug-in power charging power cord is great ( i even put it to the test by accident ) - excellent innovation !,design
LAPTOP#GENERAL,1,this laptop rocks ( only wish it could run solidworks cad - which apple does n't support ) !,general
LAPTOP#USABILITY,-1,this laptop rocks ( only wish it could run solidworks cad - which apple does n't support ) !,usability
LAPTOP#GENERAL,1,"i 've saved a lot of time and headaches so far , using my new macbook pro .",general
LAPTOP#GENERAL,1,"i have never had any issues or problems with my macbook pro so far , and it is still as fast as it was when i first bought it .",general
LAPTOP#QUALITY,1,"i have never had any issues or problems with my macbook pro so far , and it is still as fast as it was when i first bought it .",quality
LAPTOP#OPERATION_PERFORMANCE,1,"i have never had any issues or problems with my macbook pro so far , and it is still as fast as it was when i first bought it .",performance
KEYBOARD#DESIGN_FEATURES,1,i especially like the backlit keyboard .,design
LAPTOP#USABILITY,1,it makes doing schoolwork at night so much easier .,usability
LAPTOP#DESIGN_FEATURES,1,"it is also very lightweight , making transporting this computer very easy .",design
LAPTOP#PORTABILITY,1,"it is also very lightweight , making transporting this computer very easy .",portability
GRAPHICS#QUALITY,1,the graphics on this computer are also stellar - very clear and vivid .,quality
SOFTWARE#GENERAL,1,"i use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",general
SOFTWARE#MISCELLANEOUS,1,"i use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",miscellaneous
SOFTWARE#OPERATION_PERFORMANCE,1,the program came with the computer and works beautifully .,performance
LAPTOP#GENERAL,1,i definitely will buy a mac again if and when this computer ever fails .,general
COMPANY#GENERAL,1,i definitely will buy a mac again if and when this computer ever fails .,general
LAPTOP#QUALITY,-1,my hp g60-244dx died after only 16 months .,quality
LAPTOP#QUALITY,-1,it started out getting hot after only a few months .,quality
LAPTOP#OPERATION_PERFORMANCE,-1,at 16 months it started shutting off after only 5 or 10 minutes .,performance
LAPTOP#MISCELLANEOUS,-1,i use a cooling pad but it does n't help .,miscellaneous
SUPPORT#PRICE,-1,i took it to the shop and they said it would cost too much to repair it .,price
LAPTOP#GENERAL,1,i will have to say that i love my macbook pro !,general
LAPTOP#OPERATION_PERFORMANCE,1,it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing .,performance
LAPTOP#GENERAL,1,this is now my 3rd macbook pro and i really honestly love it !,general
LAPTOP#QUALITY,1,the macbook pro is very sturdy and versatile .,quality
LAPTOP#USABILITY,1,the macbook pro is very sturdy and versatile .,usability
LAPTOP#GENERAL,1,i love it !,general
LAPTOP#DESIGN_FEATURES,1,"i even got my teenage son one , because of the features that it offers , like , ichat , photobooth , garage band and more !",design
LAPTOP#GENERAL,1,we are addicted to the mac .,general
LAPTOP#GENERAL,1,this is a great laptop and i would recommend it to anyone .,general
OS#USABILITY,1,the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it !,usability
LAPTOP#DESIGN_FEATURES,1,great laptop that offers many great features !,design
LAPTOP#GENERAL,1,great laptop that offers many great features !,general
DISPLAY#GENERAL,1,lightweight and the screen is beautiful !,general
LAPTOP#DESIGN_FEATURES,1,lightweight and the screen is beautiful !,design
LAPTOP#USABILITY,1,it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops .,usability
LAPTOP#GENERAL,1,it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops .,general
LAPTOP#GENERAL,1,"buy it , love it , and i promise you wo n't regret it .",general
LAPTOP#QUALITY,-1,this computer is good for 10 days then it sucks for the rest of your life .,quality
COMPANY#GENERAL,-1,you will regret it if you buy any dell .,general
COMPANY#GENERAL,-1,dell sucks,general
LAPTOP#GENERAL,-1,the only pro to this computer is it was under $ 600 !,general
LAPTOP#PRICE,1,the only pro to this computer is it was under $ 600 !,price
LAPTOP#QUALITY,-1,everything is falling apart internally and externally .,quality
LAPTOP#QUALITY,-1,with in weeks of purchasing my computer is began to slow down .,quality
LAPTOP#OPERATION_PERFORMANCE,-1,with in weeks of purchasing my computer is began to slow down .,performance
LAPTOP#USABILITY,-1,"i am constantly trying to uninstall programs , clean cookies , and delete unused files .",usability
LAPTOP#OPERATION_PERFORMANCE,-1,nightly my computer defrags itself and runs a virus scan .,performance
LAPTOP#OPERATION_PERFORMANCE,-1,"more times that not the screen pops up saying i have a bad internet connection , or the page ca n't be displayed .",performance
SOFTWARE#OPERATION_PERFORMANCE,-1,"it takes me approximately 3 tries to get to each site , then after closing the browser and reopening it it actually works .",performance
OS#GENERAL,-1,"i have vista , so i am unable to install and uninstall some programs .",general
LAPTOP#USABILITY,-1,"i have vista , so i am unable to install and uninstall some programs .",usability
LAPTOP#USABILITY,-1,i ca n't even install one of the 3 printers i have in my house so i am unable to print .,usability
LAPTOP#CONNECTIVITY,-1,i ca n't even install one of the 3 printers i have in my house so i am unable to print .,connectivity
KEYBOARD#QUALITY,-1,"externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",quality
MOUSE#QUALITY,-1,"externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",quality
DISPLAY#QUALITY,-1,"externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",quality
COMPANY#GENERAL,-1,in short i would never buy a compaq again .,general
LAPTOP#GENERAL,1,i bought this laptop on saturday and am completely in love with it !,general
LAPTOP#USABILITY,1,it was super easy to set up and is really easy to get used to .,usability
LAPTOP#USABILITY,1,the online tutorial videos make it super easy to learn if you have always used a pc .,usability
LAPTOP#OPERATION_PERFORMANCE,1,the performance is awesome .,performance
LAPTOP#GENERAL,1,i will never complain about the price since i believe you get what you pay for and my macbook pro was worth every dollar .,general
LAPTOP#PRICE,1,i will never complain about the price since i believe you get what you pay for and my macbook pro was worth every dollar .,price
LAPTOP#DESIGN_FEATURES,1,"with all the goodies inside this machine , it is a value .",design
LAPTOP#GENERAL,1,"with all the goodies inside this machine , it is a value .",general
LAPTOP#QUALITY,1,it is very well built .,quality
KEYBOARD#QUALITY,1,the keyboard is top notch .,quality
MOUSE#GENERAL,1,the touch pad is among the best .,general
DISPLAY#DESIGN_FEATURES,-1,"the screen is huge and coloful , but no led backlighting .",design
DISPLAY#DESIGN_FEATURES,1,"the screen is huge and coloful , but no led backlighting .",design
GRAPHICS#MISCELLANEOUS,1,"the video card is great for media , and above average for gaming , but not a gamers first choice .",miscellaneous
GRAPHICS#MISCELLANEOUS,-1,"the video card is great for media , and above average for gaming , but not a gamers first choice .",miscellaneous
LAPTOP#GENERAL,-1,the problem i had with this unit was unresolvable .,general
FANS_COOLING#QUALITY,-1,"it had a cooling system malfunction after 10 minutes of general use , and would not move past this error .",quality
FANS_COOLING#OPERATION_PERFORMANCE,-1,"it had a cooling system malfunction after 10 minutes of general use , and would not move past this error .",performance
GRAPHICS#GENERAL,0,"i acually believe the issue is with the nvidia grafics card , but still requires a return .",general
LAPTOP#GENERAL,-1,"i acually believe the issue is with the nvidia grafics card , but still requires a return .",general
COMPANY#GENERAL,-1,"sorry toshiba , but 1st impressions do count for something .",general
LAPTOP#GENERAL,1,i got the black macbook two years ago and have never regretted it .,general
LAPTOP#GENERAL,1,so this was great for me .,general
LAPTOP#OPERATION_PERFORMANCE,1,it has just enough ram to run smoothly and enough memory to satisfy my needs .,performance
MEMORY#DESIGN_FEATURES,1,it has just enough ram to run smoothly and enough memory to satisfy my needs .,design
LAPTOP#DESIGN_FEATURES,1,plus it is small and reasonably light so i can take it with me to and from work .,design
LAPTOP#PORTABILITY,1,plus it is small and reasonably light so i can take it with me to and from work .,portability
LAPTOP#PORTABILITY,1,i also travel with it and it never gives me any problems .,portability
LAPTOP#GENERAL,1,i also travel with it and it never gives me any problems .,general
LAPTOP#GENERAL,1,but i am glad to have gotten mine right before they stopped making it .,general
LAPTOP#QUALITY,1,"i look forward to years of use , it has held up well over the years and it fits my needs very well .",quality
LAPTOP#GENERAL,1,"i look forward to years of use , it has held up well over the years and it fits my needs very well .",general
MEMORY#DESIGN_FEATURES,1,the difference is the toshiba had a lot more memory and hard drive space .,design
HARD_DISC#DESIGN_FEATURES,1,the difference is the toshiba had a lot more memory and hard drive space .,design
LAPTOP#GENERAL,1,it 's super fast and a great value for the price !,general
LAPTOP#OPERATION_PERFORMANCE,1,it 's super fast and a great value for the price !,performance
LAPTOP#PRICE,0,it 's super fast and a great value for the price !,price
LAPTOP#GENERAL,1,i would definitely recommend checking out this laptop if you are in the market for one .,general
